LCZ,SUHI,UMI,City,City_State,Region,Year,Season,Time,T_ref
1.0,0.2207497,2.7310157,New York,NY1,Northeast,2000,winter,Day,0.10993395000696182
2.0,1.1536138,2.3627102,New York,NY1,Northeast,2000,winter,Day,0.10993395000696182
3.0,1.5937432,3.744702,New York,NY1,Northeast,2000,winter,Day,0.10993395000696182
4.0,1.2416226,3.8839383,New York,NY1,Northeast,2000,winter,Day,0.10993395000696182
5.0,1.6119459,3.478304,New York,NY1,Northeast,2000,winter,Day,0.10993395000696182
6.0,1.6825832,1.2977413,New York,NY1,Northeast,2000,winter,Day,0.10993395000696182
8.0,1.9607122,3.9809437,New York,NY1,Northeast,2000,winter,Day,0.10993395000696182
9.0,1.4556779,0.94396544,New York,NY1,Northeast,2000,winter,Day,0.10993395000696182
1.0,3.8726573,-2.589276,New York,NY1,Northeast,2000,winter,Night,-5.035501480102539
2.0,2.1624863,-3.522016,New York,NY1,Northeast,2000,winter,Night,-5.035501480102539
3.0,1.0312332,0.182451,New York,NY1,Northeast,2000,winter,Night,-5.035501480102539
4.0,2.0294354,0.18207328,New York,NY1,Northeast,2000,winter,Night,-5.035501480102539
5.0,1.3490217,0.18208428,New York,NY1,Northeast,2000,winter,Night,-5.035501480102539
6.0,0.702716,0.1837357,New York,NY1,Northeast,2000,winter,Night,-5.035501480102539
8.0,1.2680707,0.18183136,New York,NY1,Northeast,2000,winter,Night,-5.035501480102539
9.0,0.3917786,0.18422014,New York,NY1,Northeast,2000,winter,Night,-5.035501480102539
1.0,-10.859957,2.997739,New York,NY1,Northeast,2000,spring,Day,17.263954162597656
2.0,-1.8444906,2.2433288,New York,NY1,Northeast,2000,spring,Day,17.263954162597656
3.0,5.0576406,2.9864144,New York,NY1,Northeast,2000,spring,Day,17.263954162597656
4.0,-1.1293055,3.4560924,New York,NY1,Northeast,2000,spring,Day,17.263954162597656
5.0,1.7849276,2.7007747,New York,NY1,Northeast,2000,spring,Day,17.263954162597656
6.0,1.8503937,0.37689972,New York,NY1,Northeast,2000,spring,Day,17.263954162597656
8.0,-6.0486445,3.5954466,New York,NY1,Northeast,2000,spring,Day,17.263954162597656
9.0,1.0202234,0.1163937,New York,NY1,Northeast,2000,spring,Day,17.263954162597656
1.0,-3.2054124,-2.6767733,New York,NY1,Northeast,2000,spring,Night,5.396178245544434
2.0,-0.08409817,-3.5952141,New York,NY1,Northeast,2000,spring,Night,5.396178245544434
3.0,1.6811302,0.15366463,New York,NY1,Northeast,2000,spring,Night,5.396178245544434
4.0,0.28214023,0.11038085,New York,NY1,Northeast,2000,spring,Night,5.396178245544434
5.0,0.79691386,0.14463921,New York,NY1,Northeast,2000,spring,Night,5.396178245544434
6.0,1.0379155,0.17231248,New York,NY1,Northeast,2000,spring,Night,5.396178245544434
8.0,-0.97308654,0.13392639,New York,NY1,Northeast,2000,spring,Night,5.396178245544434
9.0,0.7501099,0.18069406,New York,NY1,Northeast,2000,spring,Night,5.396178245544434
1.0,-15.082923,2.5442793,New York,NY1,Northeast,2000,summer,Day,25.348814010620117
2.0,-1.2130392,1.8120403,New York,NY1,Northeast,2000,summer,Day,25.348814010620117
3.0,8.895405,2.9396393,New York,NY1,Northeast,2000,summer,Day,25.348814010620117
4.0,0.028848218,3.3600256,New York,NY1,Northeast,2000,summer,Day,25.348814010620117
5.0,4.4272013,2.6942668,New York,NY1,Northeast,2000,summer,Day,25.348814010620117
6.0,4.2001686,0.54125386,New York,NY1,Northeast,2000,summer,Day,25.348814010620117
8.0,-4.4109626,3.3661041,New York,NY1,Northeast,2000,summer,Day,25.348814010620117
9.0,2.9183912,0.3018834,New York,NY1,Northeast,2000,summer,Day,25.348814010620117
1.0,-9.949466,-2.5831358,New York,NY1,Northeast,2000,summer,Night,16.047407150268555
2.0,-1.9477732,-3.515393,New York,NY1,Northeast,2000,summer,Night,16.047407150268555
3.0,3.4099686,0.18689795,New York,NY1,Northeast,2000,summer,Night,16.047407150268555
4.0,-0.90608275,0.18675108,New York,NY1,Northeast,2000,summer,Night,16.047407150268555
5.0,1.2072337,0.18743095,New York,NY1,Northeast,2000,summer,Night,16.047407150268555
6.0,1.5785956,0.18601584,New York,NY1,Northeast,2000,summer,Night,16.047407150268555
8.0,-4.616515,0.18668365,New York,NY1,Northeast,2000,summer,Night,16.047407150268555
9.0,1.2424015,0.18581562,New York,NY1,Northeast,2000,summer,Night,16.047407150268555
1.0,-9.319477,2.2428281,New York,NY1,Northeast,2000,fall,Day,15.025483131408691
2.0,-1.1574812,1.9131434,New York,NY1,Northeast,2000,fall,Day,15.025483131408691
3.0,4.6428804,3.3870783,New York,NY1,Northeast,2000,fall,Day,15.025483131408691
4.0,-0.44028187,3.4616501,New York,NY1,Northeast,2000,fall,Day,15.025483131408691
5.0,2.0414,3.089653,New York,NY1,Northeast,2000,fall,Day,15.025483131408691
6.0,1.7335696,1.0677245,New York,NY1,Northeast,2000,fall,Day,15.025483131408691
8.0,-2.536913,3.5702581,New York,NY1,Northeast,2000,fall,Day,15.025483131408691
9.0,1.1180116,0.76868045,New York,NY1,Northeast,2000,fall,Day,15.025483131408691
1.0,-4.6873612,-2.5890846,New York,NY1,Northeast,2000,fall,Night,7.545602321624756
2.0,-1.091486,-3.5215638,New York,NY1,Northeast,2000,fall,Night,7.545602321624756
3.0,1.173817,0.18205494,New York,NY1,Northeast,2000,fall,Night,7.545602321624756
4.0,-0.46877202,0.18106891,New York,NY1,Northeast,2000,fall,Night,7.545602321624756
5.0,0.48211876,0.1817749,New York,NY1,Northeast,2000,fall,Night,7.545602321624756
6.0,1.0833596,0.18354978,New York,NY1,Northeast,2000,fall,Night,7.545602321624756
8.0,-2.864386,0.1821785,New York,NY1,Northeast,2000,fall,Night,7.545602321624756
9.0,0.93704814,0.18396398,New York,NY1,Northeast,2000,fall,Night,7.545602321624756
1.0,-10.560969,2.6294656,New York,NY1,Northeast,2000,annual,Day,16.898605346679688
2.0,-1.6455704,2.0817382,New York,NY1,Northeast,2000,annual,Day,16.898605346679688
3.0,4.9005756,3.2614925,New York,NY1,Northeast,2000,annual,Day,16.898605346679688
4.0,-0.974923,3.5387619,New York,NY1,Northeast,2000,annual,Day,16.898605346679688
5.0,2.03447,2.9878082,New York,NY1,Northeast,2000,annual,Day,16.898605346679688
6.0,2.1893823,0.81761724,New York,NY1,Northeast,2000,annual,Day,16.898605346679688
8.0,-3.2981808,3.6264162,New York,NY1,Northeast,2000,annual,Day,16.898605346679688
9.0,1.5772303,0.52983266,New York,NY1,Northeast,2000,annual,Day,16.898605346679688
1.0,-4.8508735,-2.609732,New York,NY1,Northeast,2000,annual,Night,7.741809844970703
2.0,-0.9016145,-3.5386806,New York,NY1,Northeast,2000,annual,Night,7.741809844970703
3.0,1.3348079,0.17622077,New York,NY1,Northeast,2000,annual,Night,7.741809844970703
4.0,-0.4601145,0.16493323,New York,NY1,Northeast,2000,annual,Night,7.741809844970703
5.0,0.49489754,0.17391929,New York,NY1,Northeast,2000,annual,Night,7.741809844970703
6.0,0.90445596,0.18138768,New York,NY1,Northeast,2000,annual,Night,7.741809844970703
8.0,-2.5800552,0.1710701,New York,NY1,Northeast,2000,annual,Night,7.741809844970703
9.0,0.7356054,0.18367244,New York,NY1,Northeast,2000,annual,Night,7.741809844970703
1.0,0.96159446,3.678294,New York,NY1,Northeast,2005,winter,Day,-0.4658520221710205
2.0,2.0195713,1.4867126,New York,NY1,Northeast,2005,winter,Day,-0.4658520221710205
3.0,2.917967,3.4753036,New York,NY1,Northeast,2005,winter,Day,-0.4658520221710205
4.0,2.025059,3.419578,New York,NY1,Northeast,2005,winter,Day,-0.4658520221710205
5.0,2.8990774,3.5449498,New York,NY1,Northeast,2005,winter,Day,-0.4658520221710205
6.0,1.1539421,1.6914272,New York,NY1,Northeast,2005,winter,Day,-0.4658520221710205
8.0,1.0278105,2.7542648,New York,NY1,Northeast,2005,winter,Day,-0.4658520221710205
9.0,0.53772503,1.2923387,New York,NY1,Northeast,2005,winter,Day,-0.4658520221710205
1.0,3.9502318,0.10120341,New York,NY1,Northeast,2005,winter,Night,-5.047464370727539
2.0,2.5176852,-4.092427,New York,NY1,Northeast,2005,winter,Night,-5.047464370727539
3.0,1.3574694,0.1010348,New York,NY1,Northeast,2005,winter,Night,-5.047464370727539
4.0,2.127023,0.101113796,New York,NY1,Northeast,2005,winter,Night,-5.047464370727539
5.0,1.1885152,0.10187912,New York,NY1,Northeast,2005,winter,Night,-5.047464370727539
6.0,0.8154622,0.103033215,New York,NY1,Northeast,2005,winter,Night,-5.047464370727539
8.0,0.6324967,0.1022377,New York,NY1,Northeast,2005,winter,Night,-5.047464370727539
9.0,0.6412655,0.10339306,New York,NY1,Northeast,2005,winter,Night,-5.047464370727539
1.0,-11.4998865,4.105115,New York,NY1,Northeast,2005,spring,Day,16.577035903930664
2.0,-2.7021823,1.8405758,New York,NY1,Northeast,2005,spring,Day,16.577035903930664
3.0,4.0569158,3.3196564,New York,NY1,Northeast,2005,spring,Day,16.577035903930664
4.0,-1.337945,3.3270173,New York,NY1,Northeast,2005,spring,Day,16.577035903930664
5.0,3.2807884,3.385124,New York,NY1,Northeast,2005,spring,Day,16.577035903930664
6.0,2.1234674,1.3710946,New York,NY1,Northeast,2005,spring,Day,16.577035903930664
8.0,-1.261972,2.5756245,New York,NY1,Northeast,2005,spring,Day,16.577035903930664
9.0,1.073893,0.98076034,New York,NY1,Northeast,2005,spring,Day,16.577035903930664
1.0,-2.3650346,0.101234436,New York,NY1,Northeast,2005,spring,Night,3.4114737510681152
2.0,-0.668248,-4.090655,New York,NY1,Northeast,2005,spring,Night,3.4114737510681152
3.0,0.55656356,0.10240332,New York,NY1,Northeast,2005,spring,Night,3.4114737510681152
4.0,-0.0018545687,0.102136135,New York,NY1,Northeast,2005,spring,Night,3.4114737510681152
5.0,0.37595785,0.10228644,New York,NY1,Northeast,2005,spring,Night,3.4114737510681152
6.0,0.82709414,0.104384184,New York,NY1,Northeast,2005,spring,Night,3.4114737510681152
8.0,-1.0535729,0.10257721,New York,NY1,Northeast,2005,spring,Night,3.4114737510681152
9.0,0.5654379,0.10503453,New York,NY1,Northeast,2005,spring,Night,3.4114737510681152
1.0,-18.442722,2.9061759,New York,NY1,Northeast,2005,summer,Day,27.267908096313477
2.0,-3.97313,-0.017083067,New York,NY1,Northeast,2005,summer,Day,27.267908096313477
3.0,6.235499,1.5378127,New York,NY1,Northeast,2005,summer,Day,27.267908096313477
4.0,-1.2622874,1.7584985,New York,NY1,Northeast,2005,summer,Day,27.267908096313477
5.0,5.4814262,1.5505462,New York,NY1,Northeast,2005,summer,Day,27.267908096313477
6.0,3.7803938,0.63296145,New York,NY1,Northeast,2005,summer,Day,27.267908096313477
8.0,-2.7085724,1.5476074,New York,NY1,Northeast,2005,summer,Day,27.267908096313477
9.0,2.6572223,0.53637975,New York,NY1,Northeast,2005,summer,Day,27.267908096313477
1.0,-13.056004,-0.27266744,New York,NY1,Northeast,2005,summer,Night,18.677120208740234
2.0,-3.7050972,-5.1276994,New York,NY1,Northeast,2005,summer,Night,18.677120208740234
3.0,2.3980849,-1.5984716,New York,NY1,Northeast,2005,summer,Night,18.677120208740234
4.0,-1.5234121,-1.0826819,New York,NY1,Northeast,2005,summer,Night,18.677120208740234
5.0,1.7464789,-1.6883744,New York,NY1,Northeast,2005,summer,Night,18.677120208740234
6.0,1.7226735,-0.3907889,New York,NY1,Northeast,2005,summer,Night,18.677120208740234
8.0,-2.9653625,-0.4569893,New York,NY1,Northeast,2005,summer,Night,18.677120208740234
9.0,1.3442769,-0.037901275,New York,NY1,Northeast,2005,summer,Night,18.677120208740234
1.0,-12.746114,3.3804896,New York,NY1,Northeast,2005,fall,Day,18.44029426574707
2.0,-3.3580635,0.83197314,New York,NY1,Northeast,2005,fall,Day,18.44029426574707
3.0,3.4194615,2.523445,New York,NY1,Northeast,2005,fall,Day,18.44029426574707
4.0,-1.5577366,2.5521507,New York,NY1,Northeast,2005,fall,Day,18.44029426574707
5.0,2.907338,2.5693626,New York,NY1,Northeast,2005,fall,Day,18.44029426574707
6.0,2.068398,0.9755986,New York,NY1,Northeast,2005,fall,Day,18.44029426574707
8.0,-1.3848743,2.0015545,New York,NY1,Northeast,2005,fall,Day,18.44029426574707
9.0,1.5932082,0.69692683,New York,NY1,Northeast,2005,fall,Day,18.44029426574707
1.0,-7.2237678,0.0833903,New York,NY1,Northeast,2005,fall,Night,10.781890869140625
2.0,-1.5636269,-4.11534,New York,NY1,Northeast,2005,fall,Night,10.781890869140625
3.0,1.724855,-0.00507768,New York,NY1,Northeast,2005,fall,Night,10.781890869140625
4.0,-0.32331607,0.052097082,New York,NY1,Northeast,2005,fall,Night,10.781890869140625
5.0,1.5308776,-0.031737432,New York,NY1,Northeast,2005,fall,Night,10.781890869140625
6.0,1.3578285,0.075631276,New York,NY1,Northeast,2005,fall,Night,10.781890869140625
8.0,-2.408183,0.10025787,New York,NY1,Northeast,2005,fall,Night,10.781890869140625
9.0,0.9815257,0.09909583,New York,NY1,Northeast,2005,fall,Night,10.781890869140625
1.0,-12.169957,3.5165682,New York,NY1,Northeast,2005,annual,Day,17.487571716308594
2.0,-3.1094465,1.0323844,New York,NY1,Northeast,2005,annual,Day,17.487571716308594
3.0,3.854642,2.7083023,New York,NY1,Northeast,2005,annual,Day,17.487571716308594
4.0,-1.5931478,2.7594924,New York,NY1,Northeast,2005,annual,Day,17.487571716308594
5.0,3.117235,2.756576,New York,NY1,Northeast,2005,annual,Day,17.487571716308594
6.0,1.8489113,1.1639812,New York,NY1,Northeast,2005,annual,Day,17.487571716308594
8.0,-2.5986443,2.2159557,New York,NY1,Northeast,2005,annual,Day,17.487571716308594
9.0,1.0503685,0.8736673,New York,NY1,Northeast,2005,annual,Day,17.487571716308594
1.0,-5.378418,0.0022638957,New York,NY1,Northeast,2005,annual,Night,7.503678798675537
2.0,-1.6433216,-4.3593683,New York,NY1,Northeast,2005,annual,Night,7.503678798675537
3.0,0.6372676,-0.35469213,New York,NY1,Northeast,2005,annual,Night,7.503678798675537
4.0,-0.7513722,-0.21008253,New York,NY1,Northeast,2005,annual,Night,7.503678798675537
5.0,0.42049897,-0.38390434,New York,NY1,Northeast,2005,annual,Night,7.503678798675537
6.0,0.77813005,-0.028287088,New York,NY1,Northeast,2005,annual,Night,7.503678798675537
8.0,-2.058105,-0.03951645,New York,NY1,Northeast,2005,annual,Night,7.503678798675537
9.0,0.6874508,0.067023166,New York,NY1,Northeast,2005,annual,Night,7.503678798675537
1.0,-0.10695733,1.9303156,New York,NY1,Northeast,2010,winter,Day,0.5802593231201172
2.0,0.9915556,0.8677532,New York,NY1,Northeast,2010,winter,Day,0.5802593231201172
3.0,1.9310832,3.1922224,New York,NY1,Northeast,2010,winter,Day,0.5802593231201172
4.0,1.0027794,1.6243687,New York,NY1,Northeast,2010,winter,Day,0.5802593231201172
5.0,1.7988044,3.1996198,New York,NY1,Northeast,2010,winter,Day,0.5802593231201172
6.0,1.3087747,1.9832573,New York,NY1,Northeast,2010,winter,Day,0.5802593231201172
8.0,0.8743746,2.4639156,New York,NY1,Northeast,2010,winter,Day,0.5802593231201172
9.0,0.8496533,1.5188726,New York,NY1,Northeast,2010,winter,Day,0.5802593231201172
10.0,1.9138277,2.767311,New York,NY1,Northeast,2010,winter,Day,0.5802593231201172
1.0,3.8988495,0.1939097,New York,NY1,Northeast,2010,winter,Night,-4.930096626281738
2.0,2.1924584,-2.8845258,New York,NY1,Northeast,2010,winter,Night,-4.930096626281738
3.0,1.0649616,0.19355275,New York,NY1,Northeast,2010,winter,Night,-4.930096626281738
4.0,2.1689458,-1.4441094,New York,NY1,Northeast,2010,winter,Night,-4.930096626281738
5.0,1.2252835,0.1934809,New York,NY1,Northeast,2010,winter,Night,-4.930096626281738
6.0,0.9864526,0.19504201,New York,NY1,Northeast,2010,winter,Night,-4.930096626281738
8.0,0.9707229,0.19432068,New York,NY1,Northeast,2010,winter,Night,-4.930096626281738
9.0,0.7549744,0.19577244,New York,NY1,Northeast,2010,winter,Night,-4.930096626281738
10.0,1.1938345,0.19460297,New York,NY1,Northeast,2010,winter,Night,-4.930096626281738
1.0,-13.767747,2.192342,New York,NY1,Northeast,2010,spring,Day,19.221271514892578
2.0,-3.4645512,1.0361294,New York,NY1,Northeast,2010,spring,Day,19.221271514892578
3.0,4.4042826,2.7010086,New York,NY1,Northeast,2010,spring,Day,19.221271514892578
4.0,-3.1576345,1.5959053,New York,NY1,Northeast,2010,spring,Day,19.221271514892578
5.0,2.5385003,2.618826,New York,NY1,Northeast,2010,spring,Day,19.221271514892578
6.0,2.8465395,1.6317363,New York,NY1,Northeast,2010,spring,Day,19.221271514892578
8.0,-0.14677906,2.2404416,New York,NY1,Northeast,2010,spring,Day,19.221271514892578
9.0,1.7559937,1.2652954,New York,NY1,Northeast,2010,spring,Day,19.221271514892578
10.0,4.7146034,2.4593315,New York,NY1,Northeast,2010,spring,Day,19.221271514892578
1.0,-5.9073396,0.19327646,New York,NY1,Northeast,2010,spring,Night,8.328042984008789
2.0,-1.863674,-2.8839445,New York,NY1,Northeast,2010,spring,Night,8.328042984008789
3.0,0.66976315,0.19326204,New York,NY1,Northeast,2010,spring,Night,8.328042984008789
4.0,-1.697561,-1.4440323,New York,NY1,Northeast,2010,spring,Night,8.328042984008789
5.0,0.14397009,0.19263077,New York,NY1,Northeast,2010,spring,Night,8.328042984008789
6.0,0.6011739,0.19413556,New York,NY1,Northeast,2010,spring,Night,8.328042984008789
8.0,-0.65668964,0.19344838,New York,NY1,Northeast,2010,spring,Night,8.328042984008789
9.0,0.3770534,0.19454612,New York,NY1,Northeast,2010,spring,Night,8.328042984008789
10.0,1.81991,0.1938858,New York,NY1,Northeast,2010,spring,Night,8.328042984008789
1.0,-18.56429,1.9135134,New York,NY1,Northeast,2010,summer,Day,27.329862594604492
2.0,-3.0464396,0.7187235,New York,NY1,Northeast,2010,summer,Day,27.329862594604492
3.0,6.900485,2.5867667,New York,NY1,Northeast,2010,summer,Day,27.329862594604492
4.0,-3.0363407,1.3416529,New York,NY1,Northeast,2010,summer,Day,27.329862594604492
5.0,4.71386,2.564077,New York,NY1,Northeast,2010,summer,Day,27.329862594604492
6.0,4.1688776,1.3331873,New York,NY1,Northeast,2010,summer,Day,27.329862594604492
8.0,0.7347431,1.7924703,New York,NY1,Northeast,2010,summer,Day,27.329862594604492
9.0,2.6956248,0.8980096,New York,NY1,Northeast,2010,summer,Day,27.329862594604492
10.0,7.783758,2.540535,New York,NY1,Northeast,2010,summer,Day,27.329862594604492
1.0,-12.882862,-0.68984324,New York,NY1,Northeast,2010,summer,Night,18.51538848876953
2.0,-3.434343,-3.633273,New York,NY1,Northeast,2010,summer,Night,18.51538848876953
3.0,3.0378928,-0.23609188,New York,NY1,Northeast,2010,summer,Night,18.51538848876953
4.0,-2.6620412,-2.036474,New York,NY1,Northeast,2010,summer,Night,18.51538848876953
5.0,1.6373434,-0.17863247,New York,NY1,Northeast,2010,summer,Night,18.51538848876953
6.0,2.16665,-0.16144778,New York,NY1,Northeast,2010,summer,Night,18.51538848876953
8.0,-0.6226861,-0.8089447,New York,NY1,Northeast,2010,summer,Night,18.51538848876953
9.0,1.4784448,-0.24259949,New York,NY1,Northeast,2010,summer,Night,18.51538848876953
10.0,3.357191,0.3054657,New York,NY1,Northeast,2010,summer,Night,18.51538848876953
1.0,-11.886512,2.176226,New York,NY1,Northeast,2010,fall,Day,17.102956771850586
2.0,-3.2293594,1.4595323,New York,NY1,Northeast,2010,fall,Day,17.102956771850586
3.0,3.2475884,3.962816,New York,NY1,Northeast,2010,fall,Day,17.102956771850586
4.0,-2.7385018,2.1889238,New York,NY1,Northeast,2010,fall,Day,17.102956771850586
5.0,2.0297515,4.045504,New York,NY1,Northeast,2010,fall,Day,17.102956771850586
6.0,2.2461307,2.9154398,New York,NY1,Northeast,2010,fall,Day,17.102956771850586
8.0,0.5182473,2.986473,New York,NY1,Northeast,2010,fall,Day,17.102956771850586
9.0,1.4317045,2.2833402,New York,NY1,Northeast,2010,fall,Day,17.102956771850586
10.0,3.0563755,3.3512383,New York,NY1,Northeast,2010,fall,Day,17.102956771850586
1.0,-5.9542456,0.1936025,New York,NY1,Northeast,2010,fall,Night,8.912948608398438
2.0,-1.3680762,-2.8925126,New York,NY1,Northeast,2010,fall,Night,8.912948608398438
3.0,1.3360703,0.18149357,New York,NY1,Northeast,2010,fall,Night,8.912948608398438
4.0,-1.162426,-1.4446646,New York,NY1,Northeast,2010,fall,Night,8.912948608398438
5.0,0.79927486,0.18168314,New York,NY1,Northeast,2010,fall,Night,8.912948608398438
6.0,1.007573,0.18933897,New York,NY1,Northeast,2010,fall,Night,8.912948608398438
8.0,-0.6242812,0.1753362,New York,NY1,Northeast,2010,fall,Night,8.912948608398438
9.0,0.8990757,0.18753412,New York,NY1,Northeast,2010,fall,Night,8.912948608398438
10.0,2.173418,0.206604,New York,NY1,Northeast,2010,fall,Night,8.912948608398438
1.0,-12.141595,2.053776,New York,NY1,Northeast,2010,annual,Day,17.43130874633789
2.0,-2.1524427,1.0205913,New York,NY1,Northeast,2010,annual,Day,17.43130874633789
3.0,3.9809618,3.107694,New York,NY1,Northeast,2010,annual,Day,17.43130874633789
4.0,-2.5234723,1.6868614,New York,NY1,Northeast,2010,annual,Day,17.43130874633789
5.0,2.2362266,3.103669,New York,NY1,Northeast,2010,annual,Day,17.43130874633789
6.0,2.4218862,1.963157,New York,NY1,Northeast,2010,annual,Day,17.43130874633789
8.0,0.28130117,2.36837,New York,NY1,Northeast,2010,annual,Day,17.43130874633789
9.0,1.4929241,1.4889803,New York,NY1,Northeast,2010,annual,Day,17.43130874633789
10.0,4.168276,2.7781372,New York,NY1,Northeast,2010,annual,Day,17.43130874633789
1.0,-5.4832864,-0.029697163,New York,NY1,Northeast,2010,annual,Night,7.900616645812988
2.0,-1.6451712,-3.0756226,New York,NY1,Northeast,2010,annual,Night,7.900616645812988
3.0,0.5712012,0.0818705,New York,NY1,Northeast,2010,annual,Night,7.900616645812988
4.0,-1.4811181,-1.5939502,New York,NY1,Northeast,2010,annual,Night,7.900616645812988
5.0,0.08725981,0.096262254,New York,NY1,Northeast,2010,annual,Night,7.900616645812988
6.0,0.4613627,0.10328218,New York,NY1,Northeast,2010,annual,Night,7.900616645812988
8.0,-0.77193815,-0.06422424,New York,NY1,Northeast,2010,annual,Night,7.900616645812988
9.0,0.36265185,0.08260261,New York,NY1,Northeast,2010,annual,Night,7.900616645812988
10.0,1.5254593,0.22544098,New York,NY1,Northeast,2010,annual,Night,7.900616645812988
1.0,-0.93046343,5.318003,New York,NY1,Northeast,2015,winter,Day,1.8506057262420654
2.0,0.71760476,3.2614095,New York,NY1,Northeast,2015,winter,Day,1.8506057262420654
3.0,3.2020972,4.817204,New York,NY1,Northeast,2015,winter,Day,1.8506057262420654
4.0,1.4320846,3.9005342,New York,NY1,Northeast,2015,winter,Day,1.8506057262420654
5.0,2.854333,4.398901,New York,NY1,Northeast,2015,winter,Day,1.8506057262420654
6.0,1.5886465,2.427465,New York,NY1,Northeast,2015,winter,Day,1.8506057262420654
8.0,1.8678069,4.2965508,New York,NY1,Northeast,2015,winter,Day,1.8506057262420654
9.0,0.56164426,1.8600296,New York,NY1,Northeast,2015,winter,Day,1.8506057262420654
10.0,-0.07265723,5.2041245,New York,NY1,Northeast,2015,winter,Day,1.8506057262420654
1.0,5.842269,0.32104492,New York,NY1,Northeast,2015,winter,Night,-6.964448928833008
2.0,3.9998863,-3.1228688,New York,NY1,Northeast,2015,winter,Night,-6.964448928833008
3.0,2.107661,0.3211906,New York,NY1,Northeast,2015,winter,Night,-6.964448928833008
4.0,2.9456716,-0.7931444,New York,NY1,Northeast,2015,winter,Night,-6.964448928833008
5.0,1.9153613,0.32179114,New York,NY1,Northeast,2015,winter,Night,-6.964448928833008
6.0,0.846216,0.32336584,New York,NY1,Northeast,2015,winter,Night,-6.964448928833008
8.0,1.3079903,0.32208824,New York,NY1,Northeast,2015,winter,Night,-6.964448928833008
9.0,0.61109704,0.32362545,New York,NY1,Northeast,2015,winter,Night,-6.964448928833008
10.0,4.857806,0.32130814,New York,NY1,Northeast,2015,winter,Night,-6.964448928833008
1.0,-11.809889,4.6553373,New York,NY1,Northeast,2015,spring,Day,16.314361572265625
2.0,-3.7238955,2.7985568,New York,NY1,Northeast,2015,spring,Day,16.314361572265625
3.0,3.571944,4.130924,New York,NY1,Northeast,2015,spring,Day,16.314361572265625
4.0,-0.7951683,3.328502,New York,NY1,Northeast,2015,spring,Day,16.314361572265625
5.0,3.1116965,3.7005086,New York,NY1,Northeast,2015,spring,Day,16.314361572265625
6.0,2.4083085,1.9068128,New York,NY1,Northeast,2015,spring,Day,16.314361572265625
8.0,1.8411973,3.702507,New York,NY1,Northeast,2015,spring,Day,16.314361572265625
9.0,1.3509561,1.4392549,New York,NY1,Northeast,2015,spring,Day,16.314361572265625
10.0,-6.289053,4.610407,New York,NY1,Northeast,2015,spring,Day,16.314361572265625
1.0,-4.2180524,-0.047951918,New York,NY1,Northeast,2015,spring,Night,5.512724876403809
2.0,-1.4951911,-3.3675802,New York,NY1,Northeast,2015,spring,Night,5.512724876403809
3.0,-0.2753003,0.11126818,New York,NY1,Northeast,2015,spring,Night,5.512724876403809
4.0,-0.46715206,-0.9209453,New York,NY1,Northeast,2015,spring,Night,5.512724876403809
5.0,-0.04271623,0.22221301,New York,NY1,Northeast,2015,spring,Night,5.512724876403809
6.0,0.572913,0.51230025,New York,NY1,Northeast,2015,spring,Night,5.512724876403809
8.0,-1.6915095,0.050714493,New York,NY1,Northeast,2015,spring,Night,5.512724876403809
9.0,0.28030342,0.5224155,New York,NY1,Northeast,2015,spring,Night,5.512724876403809
10.0,-2.174368,0.18920517,New York,NY1,Northeast,2015,spring,Night,5.512724876403809
1.0,-18.30105,5.067696,New York,NY1,Northeast,2015,summer,Day,26.1235294342041
2.0,-4.3848753,2.9170985,New York,NY1,Northeast,2015,summer,Day,26.1235294342041
3.0,6.7606826,4.34823,New York,NY1,Northeast,2015,summer,Day,26.1235294342041
4.0,0.4579848,3.5148196,New York,NY1,Northeast,2015,summer,Day,26.1235294342041
5.0,6.009352,3.8527715,New York,NY1,Northeast,2015,summer,Day,26.1235294342041
6.0,4.3639755,1.9292667,New York,NY1,Northeast,2015,summer,Day,26.1235294342041
8.0,2.7236443,3.9715815,New York,NY1,Northeast,2015,summer,Day,26.1235294342041
9.0,2.8586347,1.4721954,New York,NY1,Northeast,2015,summer,Day,26.1235294342041
10.0,-9.204218,4.8516464,New York,NY1,Northeast,2015,summer,Day,26.1235294342041
1.0,-13.182253,0.32797593,New York,NY1,Northeast,2015,summer,Night,18.147294998168945
2.0,-4.021893,-3.0932088,New York,NY1,Northeast,2015,summer,Night,18.147294998168945
3.0,2.9191804,0.243628,New York,NY1,Northeast,2015,summer,Night,18.147294998168945
4.0,-0.5855543,-0.7341439,New York,NY1,Northeast,2015,summer,Night,18.147294998168945
5.0,2.5199592,0.30370694,New York,NY1,Northeast,2015,summer,Night,18.147294998168945
6.0,2.0661871,0.43269733,New York,NY1,Northeast,2015,summer,Night,18.147294998168945
8.0,0.08996153,0.28087807,New York,NY1,Northeast,2015,summer,Night,18.147294998168945
9.0,1.4602909,0.4429809,New York,NY1,Northeast,2015,summer,Night,18.147294998168945
10.0,-7.093211,0.2672844,New York,NY1,Northeast,2015,summer,Night,18.147294998168945
1.0,-12.950361,5.965455,New York,NY1,Northeast,2015,fall,Day,17.85557746887207
2.0,-4.294944,4.0175486,New York,NY1,Northeast,2015,fall,Day,17.85557746887207
3.0,2.8846047,5.7324443,New York,NY1,Northeast,2015,fall,Day,17.85557746887207
